temperature_2m_mean,temperature_2m_min,shortwave_radiation_sum,daylight_duration,sunshine_duration,et0_fao_evapotranspiration,rain_sum,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,month,apparent_temperature_max,datetime
26.3,22.8,16.8,40601.74,36354.61,3.6,3.0,3.0,18.5,56.2,1,34.1,2020-01-01
26.7,22.9,19.18,40613.83,36596.39,4.24,0.1,0.1,15.6,51.1,1,34.3,2020-01-02
25.8,21.8,19.77,40626.99,36371.84,4.38,0.0,0.0,17.6,39.2,1,32.6,2020-01-03
25.5,20.8,18.11,40641.2,36672.16,4.04,0.0,0.0,16.3,37.1,1,33.4,2020-01-04
26.1,22.7,19.31,40656.43,36598.13,4.5,0.0,0.0,21.3,46.4,1,31.1,2020-01-05
26.0,21.7,19.89,40672.65,36691.47,4.61,0.0,0.0,18.5,41.8,1,33.3,2020-01-06
26.3,21.6,17.06,40689.86,36592.36,3.9,12.1,12.1,18.0,44.6,1,35.6,2020-01-07
26.6,23.4,17.18,40708.0,36531.55,3.75,0.9,0.9,14.1,32.4,1,34.2,2020-01-08
25.8,21.9,17.86,40727.08,36871.41,4.03,0.0,0.0,18.1,39.2,1,33.4,2020-01-09
25.4,21.5,16.91,40747.06,36753.77,3.77,1.7,1.7,15.9,34.6,1,33.0,2020-01-10
26.0,21.1,16.7,40767.91,36882.62,3.85,0.3,0.3,16.2,36.0,1,33.0,2020-01-11
25.8,22.1,16.47,40789.62,36072.96,3.33,1.7,1.7,9.3,25.6,1,33.6,2020-01-12
25.8,22.6,15.04,40812.16,32214.02,3.13,3.6,3.6,9.4,24.5,1,34.2,2020-01-13
26.2,23.4,15.36,40835.5,36882.9,3.38,1.8,1.8,9.5,22.0,1,34.5,2020-01-14
26.2,23.2,17.26,40859.89,37125.16,3.84,0.2,0.2,16.8,37.8,1,32.6,2020-01-15
26.8,22.2,17.97,40885.4,36765.27,4.02,0.0,0.0,12.4,28.8,1,36.1,2020-01-16
26.5,23.9,13.5,40912.0,36565.52,2.79,1.3,1.3,9.6,33.8,1,33.5,2020-01-17
26.9,24.7,13.61,40939.63,36901.79,3.09,3.5,3.5,12.4,34.2,1,34.7,2020-01-18
26.3,23.5,14.5,40968.25,36145.89,3.24,2.4,2.4,10.1,22.7,1,33.3,2020-01-19
25.6,21.9,13.78,40997.8,35645.65,3.6,0.1,0.1,20.2,42.5,1,31.2,2020-01-20
25.5,22.1,16.86,41028.25,37665.02,4.44,0.0,0.0,24.0,50.8,1,29.2,2020-01-21
25.1,20.3,21.46,41059.54,37833.04,5.07,0.0,0.0,22.7,48.6,1,30.8,2020-01-22
25.5,21.8,19.25,41091.62,37733.83,4.65,0.0,0.0,21.3,45.4,1,31.1,2020-01-23
25.3,22.4,10.15,41124.46,20362.94,2.36,3.4,3.4,14.4,40.3,1,32.4,2020-01-24
26.1,23.2,14.26,41158.0,37371.58,3.19,1.9,1.9,18.4,40.7,1,31.9,2020-01-25
26.7,22.9,19.34,41192.2,37766.85,4.02,0.9,0.9,11.9,31.0,1,35.9,2020-01-26
26.7,23.3,21.58,41227.01,37866.71,4.58,0.0,0.0,12.8,31.3,1,35.8,2020-01-27
26.4,21.7,21.05,41262.39,37966.7,4.46,0.0,0.0,10.2,27.7,1,35.1,2020-01-28
26.2,22.1,21.07,41298.3,37998.38,4.42,0.3,0.3,11.9,29.5,1,34.0,2020-01-29
25.7,22.0,17.19,41334.7,37932.96,3.68,0.1,0.1,12.3,25.2,1,32.8,2020-01-30
24.9,21.1,18.01,41371.54,37466.99,3.8,1.0,1.0,10.4,28.4,1,32.8,2020-01-31
24.5,20.5,19.0,41408.77,38159.54,4.28,0.3,0.3,17.3,39.2,2,30.0,2020-02-01
24.3,20.3,17.09,41446.36,37523.38,4.01,0.1,0.1,19.5,42.8,2,29.9,2020-02-02
24.0,20.5,15.66,41484.28,35734.13,3.9,0.1,0.1,22.1,48.2,2,28.3,2020-02-03
24.4,18.7,18.33,41522.84,38317.88,4.4,0.0,0.0,18.5,40.7,2,29.9,2020-02-04
25.8,20.2,17.83,41562.2,38199.22,4.2,0.1,0.1,13.5,30.2,2,33.8,2020-02-05
26.5,22.2,16.78,41602.29,37959.04,4.07,0.5,0.5,20.8,45.4,2,33.1,2020-02-06
26.5,23.4,12.5,41643.07,32777.18,2.84,4.6,4.6,9.6,34.6,2,34.5,2020-02-07
26.7,23.8,15.06,41684.5,32535.67,3.41,2.7,2.7,15.5,41.0,2,34.0,2020-02-08
25.5,23.7,9.35,41726.51,15845.21,2.22,0.6,0.6,11.5,27.7,2,30.8,2020-02-09
25.3,22.7,19.51,41769.08,38242.01,4.61,0.0,0.0,23.4,49.7,2,30.2,2020-02-10
25.1,20.6,21.01,41812.14,38582.18,5.08,0.0,0.0,21.7,47.2,2,30.4,2020-02-11
25.1,19.6,22.24,41855.66,38769.09,5.25,0.0,0.0,23.1,49.3,2,31.2,2020-02-12
25.3,20.3,17.29,41899.59,38466.67,4.06,0.9,0.9,19.6,43.6,2,31.3,2020-02-13
26.4,21.3,18.54,41943.89,38738.11,4.65,0.0,0.0,22.4,49.3,2,32.0,2020-02-14
26.8,22.1,21.37,41988.5,38846.8,5.34,0.0,0.0,24.1,51.5,2,32.8,2020-02-15
27.0,21.5,19.94,42033.39,39043.36,4.75,0.0,0.0,15.6,37.1,2,35.9,2020-02-16
26.7,22.1,18.19,42078.51,38982.29,4.07,2.5,2.5,12.4,27.0,2,35.6,2020-02-17
26.2,22.6,19.63,42123.83,38651.97,4.62,0.0,0.0,20.2,44.6,2,32.3,2020-02-18
25.3,20.7,22.84,42169.29,39119.89,5.51,0.0,0.0,21.7,47.9,2,31.6,2020-02-19
25.5,22.4,24.19,42214.86,39326.28,5.8,0.0,0.0,20.9,47.2,2,30.9,2020-02-20
25.3,20.4,20.54,42260.51,38519.23,5.15,0.0,0.0,27.5,58.7,2,30.6,2020-02-21
25.4,20.2,24.13,42306.18,39376.9,5.74,0.0,0.0,22.9,50.0,2,31.9,2020-02-22
26.0,20.8,20.48,42351.84,38925.41,4.98,0.0,0.0,23.7,51.5,2,32.5,2020-02-23
26.8,23.3,20.33,42397.82,39424.01,4.78,0.2,0.2,20.2,53.6,2,33.4,2020-02-24
26.6,22.3,20.64,42444.27,39153.07,4.99,0.0,0.0,21.0,54.0,2,32.7,2020-02-25
26.3,20.7,16.84,42491.16,39197.28,4.17,0.3,0.3,15.9,39.2,2,33.7,2020-02-26
26.8,22.5,23.31,42538.43,39186.63,5.47,0.1,0.1,21.2,47.5,2,33.4,2020-02-27
26.3,21.6,21.2,42586.06,39913.97,5.22,0.0,0.0,21.6,49.3,2,33.0,2020-02-28
27.1,22.9,22.2,42634.0,39937.8,5.69,0.0,0.0,23.5,51.5,2,33.6,2020-02-29
27.0,22.0,19.11,42682.23,40065.11,4.92,0.0,0.0,16.9,41.8,3,34.1,2020-03-01
27.1,21.9,23.91,42730.68,40223.09,5.92,0.0,0.0,22.5,49.7,3,34.0,2020-03-02
27.1,21.3,21.12,42779.34,40217.91,5.34,0.0,0.0,21.3,46.8,3,34.7,2020-03-03
27.1,22.1,18.09,42828.17,40240.71,4.72,0.1,0.1,18.0,40.3,3,33.9,2020-03-04
27.0,20.8,23.88,42877.12,40375.5,5.56,0.0,0.0,17.2,38.2,3,38.1,2020-03-05
28.1,23.5,20.73,42926.16,40426.34,4.88,0.0,0.0,14.5,28.8,3,38.2,2020-03-06
28.4,23.7,21.51,42975.26,40079.14,5.01,0.4,0.4,16.9,36.0,3,37.9,2020-03-07
28.7,24.7,22.26,43024.38,40095.9,5.1,1.4,1.4,16.1,38.5,3,38.8,2020-03-08
29.1,24.8,22.6,43073.48,40341.49,5.27,0.9,0.9,15.3,37.1,3,38.4,2020-03-09
28.9,24.8,22.24,43122.52,40127.18,5.0,1.7,1.7,10.6,27.7,3,38.7,2020-03-10
28.4,24.9,18.75,43171.48,40376.18,4.76,0.7,0.7,19.3,41.4,3,36.1,2020-03-11
28.4,24.7,23.28,43220.31,40729.15,6.26,0.0,0.0,25.3,56.5,3,34.1,2020-03-12
28.6,23.3,21.45,43268.99,40778.9,5.63,0.2,0.2,18.7,43.2,3,36.1,2020-03-13
28.1,22.7,22.87,43317.47,40828.32,5.51,0.4,0.4,15.7,37.8,3,37.1,2020-03-14
27.1,23.3,18.12,43366.07,39002.46,4.11,3.2,3.2,10.7,28.8,3,34.9,2020-03-15
27.8,24.3,19.99,43414.91,40926.77,4.93,0.5,0.5,18.4,46.8,3,34.7,2020-03-16
27.7,23.9,19.65,43463.99,40976.2,4.98,0.0,0.0,20.9,46.1,3,34.9,2020-03-17
27.8,24.1,23.57,43513.25,41025.73,5.81,0.5,0.5,20.4,44.6,3,35.8,2020-03-18
27.9,22.2,23.82,43562.68,41075.32,5.82,0.3,0.3,20.1,42.5,3,36.4,2020-03-19
28.3,23.3,21.95,43612.22,41124.93,5.26,2.8,2.8,14.2,30.2,3,36.9,2020-03-20
28.5,23.3,22.29,43661.86,41174.52,5.75,0.1,0.1,18.8,43.2,3,36.0,2020-03-21
29.2,24.8,22.68,43711.57,41224.09,5.73,0.2,0.2,16.4,37.4,3,37.9,2020-03-22
28.9,23.3,25.23,43761.3,41273.57,6.63,0.0,0.0,19.6,44.6,3,37.4,2020-03-23
28.1,21.9,22.46,43811.02,41322.95,5.84,0.3,0.3,18.5,43.2,3,36.3,2020-03-24
28.3,24.2,25.99,43860.71,41372.19,6.88,0.0,0.0,25.0,54.7,3,34.6,2020-03-25
28.4,22.8,25.15,43910.32,41421.27,6.57,0.0,0.0,21.7,48.6,3,35.4,2020-03-26
28.5,23.5,22.47,43959.84,41470.13,5.76,0.6,0.6,21.7,50.8,3,35.5,2020-03-27
29.5,24.6,23.96,44009.21,41518.76,6.58,0.0,0.0,21.5,47.2,3,37.4,2020-03-28
29.3,24.7,24.07,44058.41,41567.14,6.38,0.3,0.3,21.8,49.3,3,36.4,2020-03-29
29.1,24.8,21.85,44107.41,41615.2,5.97,1.1,1.1,20.5,46.1,3,36.3,2020-03-30
29.4,24.3,23.26,44156.17,41662.94,6.47,0.0,0.0,20.6,47.2,3,36.0,2020-03-31
29.4,23.7,23.13,44204.66,41710.32,6.07,1.7,1.7,19.6,43.2,4,37.8,2020-04-01
29.1,25.7,23.3,44252.83,41757.31,6.25,0.5,0.5,22.2,50.4,4,35.5,2020-04-02
28.7,22.5,23.74,44300.67,41803.83,6.38,0.1,0.1,20.9,46.1,4,37.2,2020-04-03
29.0,23.5,23.22,44348.45,41849.95,6.05,0.1,0.1,17.2,36.7,4,38.5,2020-04-04
28.8,24.2,26.17,44396.32,41896.05,7.07,0.0,0.0,19.3,43.2,4,36.2,2020-04-05
28.6,22.7,23.98,44444.23,41942.11,6.34,0.1,0.1,21.0,45.0,4,36.0,2020-04-06
29.2,24.7,22.98,44492.16,41988.09,5.5,1.3,1.3,14.8,34.2,4,37.3,2020-04-07
29.2,25.5,20.74,44540.07,42033.96,4.94,2.8,2.8,13.4,34.6,4,37.2,2020-04-08
28.5,25.5,19.24,44587.94,41937.46,4.27,4.7,4.7,12.0,31.7,4,36.7,2020-04-09
29.0,24.8,19.82,44635.73,41560.79,5.15,0.7,0.7,16.9,38.9,4,37.1,2020-04-10
29.1,25.2,18.72,44683.41,42170.63,4.77,0.1,0.1,17.3,40.0,4,36.5,2020-04-11
28.9,26.0,20.19,44730.94,42215.77,4.64,0.9,0.9,13.4,33.8,4,36.9,2020-04-12
28.4,25.0,19.21,44778.3,35666.36,4.3,3.9,3.9,8.7,28.1,4,38.7,2020-04-13
27.5,25.4,17.91,44825.44,40007.95,4.32,2.6,2.6,18.5,45.7,4,33.0,2020-04-14
28.3,24.7,21.97,44872.34,41341.21,5.04,2.0,2.0,13.6,34.6,4,37.4,2020-04-15
28.0,24.1,21.06,44918.95,39132.86,4.62,4.3,4.3,10.5,29.9,4,38.2,2020-04-16
29.0,24.9,21.33,44965.24,41981.49,5.25,1.5,1.5,16.7,38.5,4,37.3,2020-04-17
29.5,25.7,20.96,45011.18,41455.0,5.09,0.7,0.7,15.0,36.7,4,38.8,2020-04-18
30.0,26.1,23.05,45056.73,42522.84,6.31,0.0,0.0,20.8,44.6,4,38.4,2020-04-19
30.0,25.1,22.76,45101.85,42558.95,5.8,1.5,1.5,17.8,42.1,4,39.1,2020-04-20
30.4,25.7,26.27,45146.5,42567.7,7.07,0.0,0.0,22.4,47.9,4,39.0,2020-04-21
30.6,26.4,20.48,45190.65,42576.84,5.61,0.2,0.2,17.8,37.4,4,39.8,2020-04-22
30.5,26.1,23.24,45234.26,42586.39,5.95,0.3,0.3,17.8,39.2,4,40.7,2020-04-23
30.5,26.1,24.74,45277.59,42596.23,6.78,0.0,0.0,20.2,45.4,4,38.7,2020-04-24
30.3,26.0,23.18,45320.79,42606.32,6.05,0.2,0.2,19.6,43.6,4,38.4,2020-04-25
30.2,26.5,21.13,45363.8,42616.66,5.6,0.2,0.2,17.9,42.5,4,38.5,2020-04-26
29.9,25.3,22.71,45406.61,42627.27,5.79,2.5,2.5,18.4,41.4,4,38.2,2020-04-27
29.7,23.7,26.31,45449.18,42638.12,6.95,0.0,0.0,20.4,46.1,4,39.4,2020-04-28
29.6,24.7,19.77,45491.46,42649.23,5.36,0.1,0.1,18.1,41.8,4,37.0,2020-04-29
30.0,26.0,22.23,45533.44,42660.61,6.08,0.0,0.0,22.0,48.2,4,37.7,2020-04-30
30.1,25.3,23.46,45575.06,42672.23,6.31,0.2,0.2,18.5,42.8,5,38.2,2020-05-01
30.6,25.5,24.1,45616.3,42684.11,6.48,0.4,0.4,17.3,41.8,5,39.1,2020-05-02
29.9,27.0,16.48,45657.11,31816.72,4.23,7.4,7.4,16.3,37.1,5,37.5,2020-05-03
31.5,27.1,23.87,45697.46,42708.63,6.51,0.5,0.5,20.8,46.1,5,40.8,2020-05-04
31.6,27.8,24.55,45737.3,42721.27,6.91,0.0,0.0,20.8,47.2,5,40.2,2020-05-05
31.3,27.1,22.47,45776.62,41557.99,5.59,1.5,1.5,12.2,26.6,5,41.9,2020-05-06
31.1,26.9,23.41,45815.35,42747.31,5.58,1.2,1.2,12.5,32.0,5,41.8,2020-05-07
31.9,27.7,24.34,45853.46,42760.71,6.52,0.0,0.0,14.1,35.6,5,41.3,2020-05-08
30.7,27.1,22.94,45890.92,42774.36,5.74,1.0,1.0,14.8,37.8,5,40.6,2020-05-09
29.7,26.3,20.41,45927.67,42788.25,4.62,4.8,4.8,10.7,33.1,5,40.2,2020-05-10
31.0,25.9,23.17,45963.68,42802.39,5.71,0.5,0.5,13.2,34.2,5,41.1,2020-05-11
30.4,26.4,23.24,45998.91,42816.77,5.51,1.7,1.7,14.1,37.8,5,40.3,2020-05-12
29.7,25.3,22.99,46033.31,42471.52,5.21,5.8,5.8,12.9,34.9,5,40.9,2020-05-13
30.4,26.3,21.04,46067.12,39626.49,4.93,1.9,1.9,11.2,33.5,5,42.1,2020-05-14
26.7,25.2,4.4,46100.45,1926.73,1.56,138.7,138.7,69.5,133.9,5,34.5,2020-05-15
27.4,25.4,18.14,46133.26,29746.81,3.84,14.0,14.0,17.7,35.6,5,36.5,2020-05-16
28.5,26.1,23.83,46165.54,42894.45,4.99,4.1,4.1,11.9,28.4,5,39.0,2020-05-17
28.7,25.8,22.98,46197.23,42911.14,4.82,2.2,2.2,11.0,28.8,5,40.7,2020-05-18
28.6,27.1,20.53,46228.32,34670.96,4.28,8.9,8.9,14.8,32.0,5,40.1,2020-05-19
29.0,25.8,23.14,46258.78,41740.29,4.93,5.8,5.8,8.7,28.8,5,40.5,2020-05-20
29.0,26.5,22.28,46288.56,42660.14,4.72,5.7,5.7,11.8,31.3,5,39.5,2020-05-21
29.3,26.6,23.44,46317.64,42980.46,4.99,2.5,2.5,11.0,31.0,5,39.3,2020-05-22
28.3,26.2,20.02,46345.98,38151.11,4.14,13.3,13.3,16.1,37.1,5,38.0,2020-05-23
28.8,25.7,23.4,46373.55,43016.03,5.15,0.1,0.1,16.7,32.0,5,39.8,2020-05-24
28.9,25.4,19.52,46400.31,40822.03,4.27,1.7,1.7,8.9,21.2,5,38.3,2020-05-25
29.5,26.7,20.6,46426.23,40358.96,4.49,0.5,0.5,6.6,24.1,5,40.1,2020-05-26
29.0,26.8,21.3,46451.28,43069.56,4.54,7.8,7.8,11.8,28.4,5,39.2,2020-05-27
28.2,25.5,22.08,46475.42,43101.36,4.69,3.9,3.9,15.3,34.6,5,39.0,2020-05-28
28.3,24.2,23.03,46498.62,43104.87,4.9,2.0,2.0,12.7,31.3,5,39.5,2020-05-29
28.4,25.0,22.68,46520.84,43122.29,4.87,1.7,1.7,11.0,27.7,5,39.1,2020-05-30
29.3,25.2,25.14,46542.05,43139.48,6.09,0.0,0.0,17.7,37.4,5,38.5,2020-05-31
29.1,24.6,21.62,46562.21,43170.14,4.84,0.1,0.1,13.2,33.8,6,38.5,2020-06-01
29.5,26.1,23.33,46581.3,43173.1,5.24,1.0,1.0,16.0,36.7,6,38.9,2020-06-02
30.0,26.2,23.22,46599.43,43204.02,5.16,0.4,0.4,7.3,23.4,6,39.7,2020-06-03
30.4,27.5,23.09,46616.69,43214.29,5.11,0.9,0.9,7.1,21.6,6,40.8,2020-06-04
30.8,26.8,24.11,46633.05,43200.0,5.6,1.6,1.6,8.4,27.0,6,40.1,2020-06-05
31.1,26.5,26.63,46648.51,43215.17,6.46,0.1,0.1,15.7,37.8,6,39.2,2020-06-06
30.1,26.1,22.86,46663.05,43215.75,5.33,6.5,6.5,12.8,33.1,6,40.0,2020-06-07
29.3,25.2,21.77,46676.65,43200.0,5.1,2.9,2.9,16.1,38.2,6,38.4,2020-06-08
30.3,26.1,23.43,46689.31,43200.0,5.64,1.4,1.4,18.5,42.5,6,38.1,2020-06-09
28.9,26.4,19.21,46701.01,37251.23,4.15,11.2,11.2,9.4,34.9,6,39.3,2020-06-10
26.9,25.1,12.01,46711.73,18494.13,2.63,27.7,27.7,13.8,34.2,6,35.4,2020-06-11
25.8,24.9,6.03,46721.48,1522.16,1.41,33.1,33.1,13.0,33.8,6,33.1,2020-06-12
27.4,25.4,18.91,46730.22,27396.17,3.89,10.0,10.0,14.8,40.3,6,36.6,2020-06-13
28.0,24.7,20.44,46737.95,35587.84,4.52,3.7,3.7,16.5,36.0,6,36.3,2020-06-14
27.4,25.2,18.15,46744.67,33847.82,3.77,6.1,6.1,6.1,28.1,6,36.9,2020-06-15
28.6,25.2,21.06,46750.35,38451.48,4.47,1.3,1.3,10.7,26.6,6,37.7,2020-06-16
28.7,25.4,23.81,46754.98,43200.0,5.02,0.8,0.8,11.0,27.0,6,38.0,2020-06-17
28.5,25.1,22.91,46758.57,43200.0,4.81,5.7,5.7,12.3,28.1,6,40.7,2020-06-18
26.9,25.1,17.38,46761.09,38500.93,3.53,9.9,9.9,8.4,25.2,6,36.4,2020-06-19
27.4,24.7,18.31,46762.53,36929.81,3.78,2.0,2.0,11.5,26.6,6,37.1,2020-06-20
28.4,25.2,24.4,46762.89,43200.0,5.09,3.7,3.7,9.7,24.5,6,38.6,2020-06-21
29.0,25.9,23.7,46762.16,43200.0,5.0,1.0,1.0,10.7,27.0,6,39.4,2020-06-22
28.5,26.2,21.79,46760.31,42131.33,4.59,9.1,9.1,9.5,25.2,6,38.6,2020-06-23
29.0,26.4,22.8,46757.35,43200.0,4.88,3.9,3.9,12.9,28.4,6,38.5,2020-06-24
28.7,25.6,22.29,46753.29,41815.84,4.85,3.5,3.5,12.3,29.9,6,40.1,2020-06-25
28.3,24.8,21.74,46748.14,43200.0,4.78,3.0,3.0,17.9,41.8,6,36.6,2020-06-26
28.4,25.4,22.16,46741.92,43200.0,4.95,7.5,7.5,17.4,39.2,6,36.2,2020-06-27
26.7,24.9,13.7,46734.66,29329.35,2.83,17.9,17.9,7.8,25.9,6,35.3,2020-06-28
27.6,24.6,22.24,46726.35,43200.0,4.56,1.2,1.2,17.7,39.2,6,38.5,2020-06-29
27.7,25.1,23.01,46717.02,42487.8,4.74,4.6,4.6,15.6,39.6,6,37.9,2020-06-30
28.4,24.7,25.27,46706.69,43200.0,5.47,0.0,0.0,14.0,29.5,7,38.9,2020-07-01
28.4,25.3,22.9,46695.37,43200.0,4.81,2.6,2.6,12.6,30.2,7,38.5,2020-07-02
28.8,25.1,23.92,46683.09,42413.33,5.44,1.2,1.2,15.2,36.7,7,37.8,2020-07-03
27.2,24.8,18.57,46669.84,38364.27,3.92,10.7,10.7,12.8,30.2,7,36.8,2020-07-04
27.7,25.0,19.24,46655.67,38567.12,4.03,1.9,1.9,10.1,26.6,7,36.1,2020-07-05
27.8,24.3,22.75,46640.57,43200.0,4.73,14.1,14.1,12.3,33.1,7,38.6,2020-07-06
29.2,25.1,23.14,46624.59,43200.0,5.26,0.7,0.7,13.2,31.0,7,38.6,2020-07-07
28.9,25.6,20.53,46607.71,43200.0,4.52,2.3,2.3,11.0,35.6,7,39.6,2020-07-08
28.9,25.8,23.2,46589.98,43200.0,5.02,10.5,10.5,11.7,31.7,7,39.8,2020-07-09
28.2,25.3,21.5,46571.4,37057.35,4.64,17.3,17.3,12.5,31.7,7,38.5,2020-07-10
27.3,24.5,18.7,46551.99,35229.52,3.98,8.9,8.9,8.6,21.2,7,39.3,2020-07-11
27.9,24.6,22.41,46531.77,40613.94,4.7,0.8,0.8,8.1,23.4,7,39.1,2020-07-12
26.5,25.8,4.94,46510.58,0.0,1.18,23.8,23.8,9.8,23.0,7,33.2,2020-07-13
28.3,24.6,24.21,46488.34,43200.0,5.15,0.6,0.6,9.3,24.5,7,38.0,2020-07-14
28.8,25.5,23.18,46465.11,43200.0,4.93,2.2,2.2,7.8,24.1,7,40.8,2020-07-15
28.8,24.4,22.54,46440.91,43200.0,5.33,0.5,0.5,17.8,39.6,7,36.5,2020-07-16
29.4,25.7,23.99,46415.77,43200.0,5.39,1.2,1.2,14.3,37.1,7,39.1,2020-07-17
28.9,24.6,24.61,46389.75,43200.0,5.8,1.0,1.0,18.2,44.3,7,38.3,2020-07-18
28.9,25.2,19.95,46362.86,39897.91,4.64,0.3,0.3,16.1,37.8,7,36.7,2020-07-19
28.0,25.9,17.76,46335.16,28472.09,4.19,2.2,2.2,17.0,42.1,7,35.0,2020-07-20
28.2,24.7,21.06,46306.68,42168.9,4.5,4.1,4.1,8.1,34.6,7,39.2,2020-07-21
28.6,24.8,18.59,46277.45,41285.71,4.28,0.5,0.5,11.4,30.6,7,38.2,2020-07-22
29.5,25.5,23.18,46247.5,43200.0,5.2,1.1,1.1,12.5,30.6,7,39.8,2020-07-23
28.4,25.1,17.83,46216.88,38831.41,4.06,3.3,3.3,13.0,32.4,7,36.7,2020-07-24
28.0,25.4,22.96,46185.61,42485.38,4.87,10.9,10.9,11.4,28.8,7,39.5,2020-07-25
28.2,25.0,22.0,46153.74,39600.0,4.66,4.1,4.1,6.7,25.9,7,39.7,2020-07-26
27.5,24.6,22.16,46121.29,42090.25,4.65,13.2,13.2,8.9,27.4,7,38.8,2020-07-27
26.5,24.2,12.6,46088.3,18000.0,2.66,7.7,7.7,11.1,22.0,7,35.0,2020-07-28
26.0,24.7,9.02,46054.81,7200.83,1.93,39.4,39.4,7.8,22.0,7,33.8,2020-07-29
26.1,24.9,7.91,46020.84,2158.75,1.78,69.0,69.0,17.7,40.0,7,33.8,2020-07-30
26.9,25.2,9.67,45986.43,6339.71,2.15,10.6,10.6,9.6,23.4,7,34.1,2020-07-31
26.8,25.3,12.55,45951.61,12293.57,2.67,7.9,7.9,11.3,34.6,8,35.3,2020-08-01
26.2,25.0,5.91,45916.12,0.0,1.38,6.2,6.2,6.8,16.6,8,32.9,2020-08-02
27.7,23.4,22.34,45879.88,40486.55,4.74,1.1,1.1,11.2,25.2,8,38.0,2020-08-03
28.0,25.0,20.65,45842.91,38489.12,4.45,1.6,1.6,12.9,31.3,8,36.9,2020-08-04
28.0,25.0,20.58,45805.27,35909.7,4.51,2.0,2.0,18.8,43.9,8,36.6,2020-08-05
27.6,25.4,17.01,45766.98,37013.04,3.72,4.5,4.5,13.0,34.9,8,36.3,2020-08-06
26.5,24.9,12.85,45728.1,15799.89,2.69,27.1,27.1,10.7,24.8,8,37.8,2020-08-07
26.1,25.3,8.13,45688.65,5988.33,1.77,23.1,23.1,12.5,39.6,8,34.1,2020-08-08
26.6,25.4,11.37,45648.69,15155.6,2.44,15.0,15.0,16.2,53.6,8,33.8,2020-08-09
27.4,25.3,18.0,45608.25,41977.9,3.75,4.1,4.1,13.7,42.5,8,36.5,2020-08-10
27.3,24.6,18.17,45567.36,35387.52,3.75,4.8,4.8,11.7,31.7,8,37.8,2020-08-11
27.5,24.5,18.35,45526.05,35598.55,3.87,0.8,0.8,11.2,34.6,8,35.9,2020-08-12
26.7,24.8,16.65,45484.39,30039.05,3.44,9.3,9.3,6.5,22.7,8,37.4,2020-08-13
26.3,24.3,13.44,45442.39,21676.49,2.84,12.6,12.6,8.3,21.6,8,34.7,2020-08-14
26.4,24.1,16.58,45400.08,31362.46,3.39,11.1,11.1,6.8,20.5,8,36.7,2020-08-15
26.8,24.8,15.23,45357.52,26395.58,3.18,2.9,2.9,8.0,21.6,8,35.8,2020-08-16
27.0,25.0,19.09,45314.72,36299.94,3.87,9.8,9.8,10.7,28.4,8,36.9,2020-08-17
26.7,24.7,16.84,45271.72,26650.96,3.47,13.7,13.7,7.1,22.7,8,37.5,2020-08-18
26.4,24.5,15.63,45228.57,30091.29,3.21,42.1,42.1,9.5,22.0,8,36.4,2020-08-19
25.7,24.3,7.65,45185.28,78.43,1.68,52.9,52.9,7.9,17.6,8,33.4,2020-08-20
26.9,25.0,18.85,45141.89,34052.48,3.77,2.2,2.2,15.7,35.3,8,34.9,2020-08-21
27.4,24.6,22.6,45098.14,41385.34,4.57,11.2,11.2,11.8,29.5,8,38.2,2020-08-22
27.9,25.4,22.89,45053.9,39661.71,4.69,1.8,1.8,12.7,31.7,8,37.6,2020-08-23
28.3,25.8,23.12,45009.2,41307.86,4.8,0.6,0.6,17.5,37.1,8,36.8,2020-08-24
28.3,25.7,24.58,44964.1,42432.86,5.0,1.4,1.4,18.0,39.2,8,37.0,2020-08-25
28.3,26.2,22.53,44918.61,42390.01,4.68,2.0,2.0,22.0,45.7,8,35.2,2020-08-26
27.9,24.8,25.14,44872.78,42346.77,5.22,0.5,0.5,16.3,33.8,8,36.9,2020-08-27
28.1,25.7,20.69,44826.64,34425.89,4.34,1.2,1.2,16.9,37.1,8,37.1,2020-08-28
28.1,26.7,10.61,44780.23,10154.49,2.61,0.7,0.7,15.5,34.9,8,35.3,2020-08-29
26.9,25.9,10.9,44733.57,8209.71,2.29,13.9,13.9,14.1,43.9,8,33.8,2020-08-30
26.9,25.1,18.96,44686.71,34719.71,3.78,10.0,10.0,16.8,41.8,8,35.6,2020-08-31
27.2,25.1,22.28,44639.66,42007.49,4.43,3.2,3.2,19.0,42.1,9,35.9,2020-09-01
27.7,25.1,23.04,44592.48,41231.91,4.59,1.1,1.1,15.0,34.9,9,37.5,2020-09-02
28.2,24.9,22.62,44545.18,38049.51,4.75,1.3,1.3,9.2,22.0,9,39.7,2020-09-03
28.4,25.5,23.85,44497.8,40683.71,5.0,2.2,2.2,10.0,25.6,9,39.0,2020-09-04
28.2,25.3,24.13,44450.37,40815.71,4.96,4.6,4.6,13.0,30.6,9,38.7,2020-09-05
27.9,25.5,20.58,44402.92,38753.53,4.18,4.1,4.1,11.4,31.7,9,38.6,2020-09-06
27.6,25.2,21.79,44355.47,37033.98,4.52,13.7,13.7,9.7,25.6,9,39.3,2020-09-07
27.9,24.4,21.22,44308.07,40545.58,4.4,1.2,1.2,10.5,27.4,9,38.2,2020-09-08
